,T0-S0,T0-S1,T1-S0,T1-S1,T2-S0,T2-S1,T3-S0,T3-S1,T4-S0,T4-S1,T5-S0,T5-S1,T6-S0,T6-S1,T7-S0,T7-S1,T8-S0,T8-S1,T9-S0,T9-S1,T10-S0,T10-S1,T11-S0,T11-S1,T12-S0,T12-S1,T13-S0,T13-S1,T14-S0,T14-S1,T15-S0,T15-S1,T16-S0,T16-S1,T17-S0,T17-S1,T18-S0,T18-S1,T19-S0,T19-S1,T20-S0,T20-S1,T21-S0,T21-S1,T22-S0,T22-S1,T23-S0,T23-S1,T24-S0,T24-S1,T25-S0,T25-S1,T26-S0,T26-S1,T27-S0,T27-S1,T28-S0,T28-S1,T29-S0,T29-S1
,independ,analyz,real,twist,accur,repackag,princess,sick,horizont,smart,independ,reliabl,major,easiest,hot,expens,regular,slightest,simplist,singl,greatest,bent,wirless,unstabl,floppi,static,autist,detach,nearbi,curiou,constant,addit,tall,hollow,cheap,curiou,gross,dora,excit,drool,sleepless,tremend,sporti,scariest,aw,overh,blue,upbeat,sassi,bent,bright,eleg,useless,sweet,local,prettiest,readi,maneuver,close,thicker
,signific,unabl,sensit,singl,tricki,unmark,loud,slow,plain,thin,bummi,tremend,wirless,familiar,cheaper,tire,ghz,z,neat,softest,cooshi,prettiest,contour,mislead,convert,cosmet,grand,smoothest,sturdi,young,benefici,thin,comfi,sad,pregnant,tighter,import,adament,fast,electron,obviou,brown,elong,shallow,intact,minim,beauti,dandi,distict,strang,major,doubl,neat,big,medic,unmark,groom,crazi,noisi,durabl
,perman,lucki,stuck,arround,smooth,rainforest,boxi,young,yellow,dens,suitabl,sick,youngest,due,slim,ferri,larger,affix,hesit,attatch,unsaf,ski,intermitt,greasi,upper,tall,aw,anxiou,warmer,effect,natur,keen,neat,cake,tini,exact,similar,huge,biggest,tremend,smaller,nation,harder,younger,inaccur,scratchi,educ,older,calmli,high,trickier,tight,flatter,neat,gener,citru,ipod,care,invas,flimsier
,stabl,stylish,standard,lumpi,wet,inadequ,imposs,paulett,tangerin,goldfish,accur,resili,excess,fals,mosaic,breastf,weak,fine,grai,motherhood,sore,polycarbon,unplug,lame,similar,unsturdi,cozi,rough,gross,faulti,prematur,harde,blue,hard,stiff,durabl,compact,tight,cooshi,steep,accur,inexpens,alert,youngest,unnecessari,excess,mini,durabl,highest,inexperiennc,blue,lite,everydai,yeasti,suburban,harm,newer,snooggl,imposs,nuclear
,safe,adequ,dry,squar,aw,yeah,multipl,rid,artifici,bent,flimsi,gross,basic,worn,simpl,central,due,ducki,biggest,handi,lower,paci,ideal,low,quiet,inaccur,busi,silli,ziploc,widest,countless,frozen,peru,ricketi,noisi,focus,messi,sturdi,youngest,tricki,ducki,paul,true,lucki,larger,tight,newborn,rough,deep,unforgiv,ideal,sensit,stiff,latch,tricki,true,stationari,bright,electrolyt,royal
,defect,ricketi,slight,cloudb,d,wors,hesit,arbitrari,ideal,squar,scari,prematur,unsaf,contemporari,fabul,danger,disabl,huge,chewabl,cool,clear,mould,tire,kiddi,scratchi,silli,disnei,mpore,white,spirit,origin,prematur,slight,bebe,terrif,unattach,black,bounci,ideal,spout,main,polycarbon,heavier,detail,accur,inconsist,elast,strengthen,curiou,taboo,typic,lionheart,sad,messi,white,easi,friendli,modern,babyplu,reappear
,flush,noisi,higher,dispos,foul,advertis,awkwardli,spare,red,everytim,cozi,xma,occasion,brown,picki,fanci,cold,upright,pregnant,lax,effortless,natur,slightest,downstair,ultim,larger,suffici,tough,indispens,safe,close,sterliz,univers,wide,agon,slipperi,narrow,reachabl,uneven,flat,greeeeeat,fals,past,fluffi,everydai,bett,imposs,accur,secondari,minor,addit,long,disnei,bitti,earli,uncomfort,darn,primari,comfi,satisifi
,fluffi,local,indoor,fine,safari,sick,decent,prettiest,gross,steep,true,slight,thicker,strong,fine,restless,damp,craze,alert,dismal,dual,creepi,lucki,smaller,loos,bent,imposs,pregnant,major,sensit,easiest,fanci,origin,thicker,germi,useless,cumbersom,slipperi,silent,specif,silli,dissapoint,neutral,angri,acid,long,squirmi,softest,fine,consist,unstabl,intact,wet,maneuver,convert,ferri,revers,shallow,acetomeniphen,messi
,afford,american,singl,softer,crummi,innaccur,cumbersom,white,fanci,unnecessari,larger,blue,eager,stupid,washabl,inexpens,loos,d,bothersom,long,starter,tummi,recharg,huge,smaller,fabul,effect,logic,occasion,faster,feasibl,inconveni,jonni,doubl,short,compact,cold,sceptic,sensit,import,comfi,tripl,wild,analyz,rough,gentl,secur,tripl,jumbo,worthwhil,gentl,gener,shaki,soapi,cushi,individu,constant,detach,weak,honest
,bright,uncomfort,crazi,reliabl,solid,mislead,lage,insul,function,smoosh,elast,familiar,huge,shaki,clear,sorr,imposs,fast,confid,bent,unreli,strokcraft,addit,extra,picki,nervou,weaker,pivot,public,familiar,nicaragua,reccommend,agon,d,buggi,crumpl,solid,baffl,accept,bent,scrunch,clear,diddl,privat,massiv,fast,ideal,pivot,male,outer,proper,exhaust,messi,difficult,greater,invert,dirti,close,hesit,tooshi
,doubl,reliabl,red,yellow,smelli,deep,cheap,straight,pinstrip,paul,sour,smaller,noisi,dual,secur,ordinari,origin,mad,peru,reliabl,tummi,fair,plush,bloodi,audio,busi,benefici,masonit,green,vaug,noisi,gerd,clear,floppi,sudden,repeat,exact,wider,bummi,multipl,diddl,specif,christma,reccomend,sick,happier,clich,friendli,beauti,due,warmer,anchor,consist,effeci,delight,slow,everydai,public,addit,slightest
,effect,electron,unstabl,shock,useless,fluffi,tricki,purest,anatomi,slow,practic,mislead,cold,thick,younger,addit,eddi,forumula,confus,froggi,grai,earlier,massiv,thickest,accur,decent,discret,vibrant,deserv,cute,smaller,afford,brown,cuatro,oldest,crazi,conveni,remot,bulki,busi,upcom,cancel,pleasant,plumb,effici,reliev,compact,unreli,gross,lessen,match,thule,onlin,floppi,secur,yeah,public,harm,sturdi,immobil
,elmo,countless,wet,stupid,lightweight,spotless,random,accur,dens,excess,highest,taller,tripl,forget,fresh,se,sensit,tricki,nicer,intent,accident,imposs,alot,fast,short,retail,peic,blatant,lightweight,noisi,ims,everydai,sesam,retail,thick,dandi,useless,crazi,unus,goldilock,cheeri,thankfulli,paci,smart,usu,smallest,higher,skip,friendli,wide,tangl,brown,frustrat,sleigh,sesam,textur,afraid,lag,wide,icred
,typic,messi,snug,insul,readi,mute,wont,greatest,ducki,tricki,tooooo,lionheart,young,previou,twist,eastern,beauti,skeptic,lower,terribel,versatil,festiv,babyplu,sleigh,terrif,offici,spaciou,fake,incap,usabl,fine,quick,close,greatest,boudreaux,solid,taller,latest,upcom,faint,safest,green,main,deep,busi,conveni,incontin,unusu,disabl,ridicul,raini,pregnant,inexpens,slump,deepest,ducki,excit,crummi,sensit,lax
,beauti,confus,heavier,beathabl,doubl,singl,l,trim,froggi,smaller,opposit,adequ,true,starter,crinkli,trendi,priceless,popular,exclus,bett,wooden,baffl,rid,upper,safest,handi,unabl,overpow,soft,aug,short,rich,calmli,overcom,awkward,polycarbon,earli,uniqu,busi,cute,prematur,disneyland,tini,low,cold,soft,thicker,random,white,durabl,decent,sweati,local,sensit,raw,leaki,clear,reliabl,unplug,spirit
,kate,crumpl,import,desper,previou,foul,patient,tradit,singl,addict,hardest,wont,versatil,minor,uniqu,steep,obnoxi,decent,grape,wont,addit,splinter,inexpens,transmit,confid,lucki,onlin,weak,colder,feasibl,pantyhos,stronger,main,odd,higher,meager,ugli,ador,white,deep,solid,wors,taller,special,natal,burnt,multipl,scallop,knit,fine,greatest,slight,cheaper,torn,quick,cubbi,colder,tall,decongest,imposs
,dry,elmo,biggest,immobil,real,green,ador,singl,floral,breathabl,constant,tank,crazi,gentl,lamaz,shaki,taup,healthi,disabl,easier,pricei,sand,safari,tremend,rough,consist,safari,static,red,stabl,slower,gentl,toxic,sleek,super,cold,easiest,practic,public,accept,embroid,smoothest,sudden,random,preemi,care,main,multipl,unsur,attatch,lowest,lower,chunki,snug,practic,fluffi,unobtrus,fanci,black,loud
,neat,quicker,natal,fuss,babyish,major,sorround,unhappi,pink,fanci,major,cheaper,ghz,squirmi,greatest,snug,horribl,frill,versitl,lame,weak,big,dry,curiou,pink,flimsi,common,homeopath,ipod,kiddi,cheap,yield,proper,confid,exact,precari,comfi,mircrofleec,tricki,ducki,sick,fickl,odd,drake,quick,avent,addit,pleasant,super,pediatr,picki,red,compact,hollow,major,funni,nativ,slightest,dubiou,silli
,mold,snotti,saniti,godsend,inconveni,royal,averag,uncomfort,asham,elabor,gorgeou,local,special,sleepless,proper,pure,pivot,prettiest,aliv,tricki,tougher,lounder,stabl,youngest,prematur,scratchi,picki,analyz,greatest,sore,full,weaker,slipperi,mad,separ,weaker,upper,accur,maximum,dispos,inflat,recom,pooh,luckili,painless,tail,hind,expens,femal,effect,doubl,accur,brown,lightest,crazi,rid,ideal,eastern,larger,cushi
,addit,everydai,unsaf,cozi,sporti,durabl,greatest,retail,craig,reliabl,local,kei,quicker,bake,unsur,cheeri,red,softest,dark,fickl,dark,cubbi,similar,unattach,red,floppi,match,terribel,newest,regal,seper,due,super,flat,tricki,care,nativ,highest,intuit,decent,lucki,bent,pricei,activ,lower,altern,versatil,solid,lower,awar,taup,slow,pleasant,latest,lightweight,ridicul,acid,deep,tight,inconveni
,unsuccess,fluffi,healthi,z,shorter,chase,match,unus,gorgeou,comfi,mobi,raw,preciou,unsatisfi,flannel,uction,joint,sturdi,deep,floppi,patient,starter,harm,vibrant,mad,scari,skeptic,stupid,slight,tricki,tough,nightli,unsaf,strang,pricei,sassi,royal,upright,nifti,crummi,collaps,est,ultim,gener,sippi,import,starter,faceti,closer,dead,england,heavier,cheeri,pine,ultim,danger,closer,defect,previou,temporari
,patient,lighter,purpl,flimsier,ridicul,consist,silli,cutout,quot,fluffi,luxuri,cleaner,previou,care,standard,cleaner,quicker,fanci,danger,uncomfort,bawl,handi,bloodi,gener,plain,pine,fluffi,floppi,easiest,yeasti,blue,mobi,purpl,royal,fingernail,fresh,magic,handi,complic,ugli,true,cuatro,imposs,root,bulki,wonderfulli,cheaper,carpet,dry,import,flimsi,silli,tradit,remot,everydai,deem,fanci,insul,bounci,loudest
,extend,bulki,snuugl,inexpens,upper,bellevu,conduc,dry,slow,expens,pliabl,detach,extend,regist,biggest,lighter,squirmi,sippi,eleg,thick,lighter,thule,mobi,intact,stiff,exact,disabl,unnecessari,nifti,nighttim,previou,pink,lighter,skeptic,doubl,due,picki,solid,starter,individu,pregnant,greater,obviou,fourth,frustrat,tighter,breathabl,bounci,neutral,injur,rid,yellow,wobbl,wight,main,boudreaux,bright,main,tooshi,acid
,awkward,handi,tini,gentl,brown,opaqu,young,colicki,inconveni,adament,lazi,anxiou,sleepless,rainforest,itchi,detach,pleasant,strong,common,overpr,temporari,unintellig,fanci,similar,taller,homeopath,unscent,babiesru,ghastli,tiniest,creativ,cleaner,benefici,rose,flexibl,multipl,cute,greasi,acid,univers,unsturdi,seali,beauti,robust,breastf,rid,fresh,full,wors,aleast,suburban,vaug,larg,eddi,tradit,previou,greatest,cracker,breasfeed,special
,safest,quick,lighter,sensit,tripl,rid,italian,quot,bigger,anxiou,skeptic,stronger,shorter,difficult,plush,rough,fine,pregnant,stiff,rainforest,newborn,clear,video,forgiv,taut,confid,excess,inop,danger,mircrofleec,industri,mircrofleec,aw,mobi,crumb,greater,magnigic,black,lightweight,counter,happier,unattach,match,critic,picki,pricei,red,greater,convien,inaccur,slipperi,windi,univers,wors,disinfect,sensit,floppi,specif,lightweight,anxiou
,dark,snuggli,simpl,unsturdi,hot,earliest,magnigic,shaki,dissapoint,cuter,messi,artifici,sick,bulg,natur,tradit,cheap,faster,tini,flat,phil,scallop,creepi,unintellig,fals,surpris,stageseat,rout,upright,forceflex,futur,unsurpass,dirti,neat,useless,special,special,comfi,smallest,prickli,horribl,easier,safest,pleasant,overh,sudden,electron,goldfish,retro,cozi,higher,urban,natur,confid,frustrat,safe,wors,disnei,happier,rush
,mobil,drake,silent,awsom,hygen,fabul,neutral,bake,salin,electron,wireless,forumula,stress,bright,fluffi,lazi,primari,useless,smaller,static,readi,insect,constant,froggi,usabl,thinner,smooth,privat,opposit,secret,bearabl,previou,addit,worthwhil,satisfactori,constrict,loud,pivot,convert,snotti,pleasant,reliabl,troublesom,helpless,clear,breastf,spare,afraid,longer,wider,bummi,dunk,main,odd,upper,terrif,signific,neutral,safer,aw
,wors,unus,busi,ugli,earli,red,shorter,fabul,lamb,request,tier,relax,slight,thickest,magnet,sassi,sticki,forgiv,exist,dora,nation,disneyland,older,precari,slow,unsaf,safer,shallow,noisi,vital,leaki,inconsist,import,taboo,yeasti,fabul,practic,altern,local,authent,froggi,taper,lamaz,natur,newer,rough,mobi,faint,intuit,donat,everydai,lousi,unsur,taller,dirti,public,stuck,creepi,real,crazi
,suitabl,consecut,younger,acid,maximum,greatest,babiesru,grai,relax,scientif,everydai,loll,colicki,mould,close,red,danger,bright,proper,stronger,thick,spirit,difficult,reccommend,tough,herbal,green,confort,sooth,disneyland,keen,cheap,bigg,stronger,futur,nation,proud,glow,spare,tripl,upper,lame,suttl,lould,soil,busi,greater,stuck,thicker,icred,numer,scratchi,loos,rip,lazi,nicer,overs,minor,stupid,sleek
,heavi,sensit,excit,content,smaller,smoosh,outstand,adjac,unbeliev,purpl,snug,asham,sharp,blade,loud,lower,sippi,utterli,singl,larger,wonderful,everytim,larger,quicker,lightweight,higher,subscept,italian,girli,easi,youngest,true,floppi,bright,black,royal,pleasant,narrow,earli,vast,tradit,cubbi,lower,usabl,digest,high,wet,brilliant,cute,micro,imposs,danger,optim,scrape,plush,stire,hesit,major,neurot,cute
,royal,slight,versatil,arbitrari,main,destroi,remot,anchor,ultim,kiddi,similar,anchor,squar,royal,complic,slow,narrow,larger,quick,cleaner,lightweight,yakima,safer,longest,deeper,minor,bell,friendli,lansinoh,shallow,tall,softest,afraid,fmvss,compact,weak,slim,wintertim,ziploc,content,smooth,analyz,stuf,uniqu,narrow,squrit,acid,consist,accur,seko,complic,lumpi,huh,pediatr,heavier,paralyz,lowest,squirmi,mobi,sleigh
,cushi,dandi,babywis,obsess,wonderful,stiff,dirti,lucki,wide,tighter,lowest,tail,silli,peak,imposs,scallop,addit,dora,safari,smaller,thicker,seal,interchang,unhappi,hesit,boudreaux,useless,audio,artifici,unus,faster,accept,smallest,downstair,teenag,red,stylish,envelop,preemi,eleg,convert,thule,disnei,lousi,tremend,nuclear,larger,blade,dual,slimmer,washabl,smooth,clear,function,structur,safer,shorter,quicker,countless,emot
,italian,dryabl,special,huge,lower,disatisfi,conveni,american,comfi,sing,lighter,imposs,close,loos,wet,younger,minor,smaller,averag,mobi,easiest,fluffi,obviou,d,standard,gener,breastf,long,pregnant,hot,awkward,danger,sick,safari,bisphenol,sleek,deeper,standard,recycl,silli,simpl,severli,froggi,biggest,thinner,daili,origin,odd,wider,silli,fresh,attatch,metropolitan,artifici,sore,gener,flush,intact,terrif,breastf
,cooshi,flimsiest,withth,chilli,popular,inop,lvoe,italian,harm,asham,decent,upper,anxiou,sneak,kidslin,full,convert,grai,tricki,trasport,elong,tricki,handheld,lowest,tire,sleek,full,major,obviou,polycarbon,seventh,higher,remot,fluffi,crazi,retail,singl,hard,super,faulti,uneasi,reset,crinkli,intact,excit,slightest,safest,swap,sweati,standard,compat,toxic,latest,minim,agon,sharp,super,acid,superb,ambigu
,skeptic,doubl,dispos,quick,cushi,greasi,narrow,babiesru,cleaner,terribel,ampl,free,wors,horribl,benefici,asham,preciou,supris,doubl,indebt,harder,inexpens,arround,tradit,close,recom,itwith,addit,function,bebe,simpl,nuclear,neighbor,steep,slow,stire,horribl,snotti,uncomfort,screami,newborn,torn,newest,worthwhil,higher,nonconvent,univers,compact,horizont,femal,acid,ampl,numer,dark,social,softest,stiff,busi,safari,frozen
,young,oval,difer,sick,tight,independ,convien,unchang,dumpti,irrit,thick,independ,singl,vibrant,delic,italian,cooshi,honest,crazi,n,terrif,multi,local,cleaner,conveni,inexpens,ultim,el,insul,prescrib,nightli,leaki,royal,plain,sticki,medic,human,bulkier,portabl,dandi,glow,electron,dual,unsaf,enorm,boil,washabl,gener,mainstream,rough,inconveni,wonderfulli,smarter,inconveni,constant,care,sweati,sore,everydai,readi
,proper,young,high,bright,royal,z,smarter,serv,exact,exact,resili,sceptic,fals,aug,difficult,broken,grappl,expens,flimsi,sudden,retail,birch,startl,regal,mobil,easi,herbal,acid,sice,boudreaux,opposit,comfot,popular,lounder,lighter,icki,costli,crummi,effect,irrit,beati,delic,vibrant,cherri,thick,cleaner,soggi,madden,tubsid,gloriou,pricei,similar,alpha,duct,remot,wont,unabl,bellevu,unabl,confus
,digit,circular,curiou,xl,ipod,yellow,unsaf,desper,wet,activ,macleran,brown,stronger,faster,ador,arbitrari,quiet,unnecessari,darn,inaccur,wors,bellevu,steadi,paralyz,awar,detail,slow,youngest,widest,local,grouchi,decent,compat,brilliant,larger,extra,friendli,costli,addit,difffer,fabul,slight,terrif,regular,sleepless,popular,floppi,sad,cheap,smoother,loos,gentl,addit,preciou,picki,upcom,neutral,seattl,sporti,detach
,grai,suffici,pastic,purpl,cooshi,ski,dispos,real,past,harder,vital,awsom,loos,cari,curv,sceptic,complic,lax,lucki,consist,jumbo,past,spotti,loudli,slimmer,acid,conveni,sick,sharp,extra,naturalatch,donat,upright,wet,harm,lumpi,ordinari,difficult,individu,sore,neurot,contiual,unsur,worthi,tightest,recommen,purpl,rainforest,elabor,lightest,upper,softer,lite,sweati,thinner,sceptic,preciou,aw,ultim,frill
,frequent,contour,dirti,audio,sweet,perfumi,delta,greater,congest,plush,thin,bummi,afraid,effect,mobil,reliev,econom,easiest,petit,larg,function,older,preciou,unbeknownst,valuabl,hollow,electron,upbeat,unreli,crook,mnth,lousi,ergonom,care,wide,trim,synthet,intact,airtight,altern,disnei,quicker,ideal,inaccur,colicki,bulkier,aw,contin,crazi,metal,tradit,shorter,sweet,cold,sew,strang,useabl,disneyland,doubl,dismal
,standard,crunch,cheap,tether,familiar,silli,low,dedic,everydai,versatil,older,excess,fresh,free,sexi,greasi,blue,reset,odd,excess,greater,greatest,lowest,terribel,dirti,slimmer,sad,deep,cheer,terrif,wors,immobil,futur,upper,sake,tripl,nervou,past,secur,fast,plain,adher,burgandi,hard,unsaf,fat,constant,loudest,confid,human,gorgeou,singl,closer,saver,strang,wobbl,busi,durabl,simpl,inexpens
,granni,flexibl,overnight,retail,delight,enviou,smart,yakima,stabl,brightest,common,electron,cushi,widest,unseen,collicki,royal,perf,smooth,pivot,cherri,seali,accur,unsaf,decent,itchi,dens,snuggli,satisfactori,enorm,compact,stageseat,laptop,ridg,groov,lowest,patient,rid,remot,due,messi,saver,gener,inexpens,nonconvent,swear,major,delight,due,exact,massiv,grind,appeal,worthi,compact,unsatisfi,subaru,forgiv,reluct,squar
,loud,rid,seventh,silli,b,magic,formal,imposs,bounci,suitabl,beati,busi,compat,worthwhil,wooden,sick,fresh,clifford,minor,comprabl,unstabl,lould,excess,lincoln,danger,uncomfort,development,ugli,neutral,orthodont,true,soft,fabul,bulkier,purpl,stabl,bigger,real,ugli,sterliz,elev,irrit,bett,fabul,tighter,clear,overhead,mobi,spaciou,lousi,harm,origin,breathabl,confus,mislead,forgiv,honest,paralyz,sooth,soft
,floppi,steep,hypochondriac,curv,softer,young,thicker,collicki,faulti,simpl,plain,fragil,acid,wipeabl,beauti,lamaz,care,highest,noisi,unus,friendli,avent,fridg,greatest,cumbersom,citru,froggi,earlier,unsaf,lysol,manag,black,larg,adequ,unsur,estrogen,weird,neutral,fluffi,smallest,stylish,lazi,fabul,obviou,faster,sick,past,comprabl,confort,reliev,chubbi,popular,pregnant,lowest,bulki,royal,afford,fabul,suppl,preciou
,proud,sleek,pink,awhil,common,cloudb,nicer,inher,nicest,loudest,smooth,ambigu,younger,autist,main,angelcar,stationari,purpl,plain,aug,seko,electron,wide,sturdi,overnight,strang,ampl,shoot,rid,unreli,reliabl,stupid,larger,irat,infest,lansinoh,medula,east,sharp,care,behold,bisphenol,joint,defect,white,emori,thin,snotti,thinner,duct,confid,addit,cushi,unus,lucki,pink,smelli,fair,younger,stylish
,longer,faster,portabl,unhappi,care,shallow,convent,similar,scientif,insect,relax,opposit,intermitt,fourth,messi,worthwhil,tricki,washabl,electr,natur,afraid,utter,rainforest,past,dry,fluffi,tini,content,hardest,autist,clear,angelcar,spare,festiv,skeptic,full,stationari,lazi,cheeri,delic,suffici,exact,plain,effect,unus,cheap,interest,lame,cumbersom,stun,clear,afford,lowest,certifi,deep,western,strang,stiff,excess,blue
,marvel,toon,origin,smuther,tough,simpler,heavier,wors,preemi,sick,floppi,lax,brown,wont,thin,plumb,sooth,priceless,roomi,multipl,bisphenol,bisphenol,tini,cordless,fabul,smart,eddi,frai,overs,fast,ador,neat,huge,remot,twist,paralyz,lvoe,rich,stiff,retail,unnecessari,starter,bawl,starter,cushi,odd,deeper,lounder,slick,calmli,danger,clear,usabl,consist,jumbo,bounci,confid,wound,irrit,brainer
,hind,leaki,calmer,bett,singl,invert,older,sterdi,babytrend,quicker,revers,difffer,constant,overpr,ultim,faint,sick,lag,defect,quicker,mild,softest,pleasant,unsturdi,silli,italian,sore,escap,social,difffer,copiou,huge,greatest,greater,citru,insul,retail,retail,slim,temp,sore,sad,high,sleek,stylish,p,convert,easiest,typic,decent,black,prettiest,quicker,swap,bulkier,raw,rug,curiou,afford,origin
,honest,imposs,colicki,flat,mobil,clipper,aw,taller,accur,grave,profession,inop,cooshi,unabl,tipsi,slipperi,real,bett,function,hard,familiar,harm,relax,fisherpric,fresh,difficult,dat,kate,complic,happier,bulki,seper,cold,inexperiennc,excruti,effect,standard,fewer,blue,starter,tripl,squeak,roomi,smallest,excess,gase,clearer,rock,davinci,adament,mobil,colder,danger,compat,cool,movabl,extend,tini,dissapoint,slipperi
,danger,anchor,gentl,sleepless,harder,exhaust,delight,sorr,enorm,desper,loos,confid,windi,deep,nonconvent,orang,brown,fair,human,scallop,confid,main,imho,obviou,nicest,cherri,modest,slow,hind,quicker,excess,odd,herbal,unus,yucki,slow,futur,indebt,crazi,determin,kneel,larg,youngest,goldfish,med,sad,sharp,upright,secur,wet,overnight,overnight,popular,multipl,neat,goldfish,spare,dirti,unborn,wise
,wireless,wireless,arent,freeli,strong,notifi,eldest,redril,bodili,easiest,harm,adjac,tall,fmvss,unabl,irrit,fanci,proud,bright,widest,shorter,larg,icrib,concert,secur,sleepi,sake,wont,odorless,thicker,strict,fat,ducki,feasibl,clingi,bounci,huge,froggi,temporari,thin,rough,plasic,decent,inexperiennc,danger,remot,closer,icki,roomi,main,knit,cosco,white,foremost,delux,shaki,standard,unsaf,unstabl,rich
,shy,tush,restrict,wont,hollow,regular,sick,maneuver,storkcraft,green,spare,purpl,closer,sleigh,sleek,aw,alot,simpl,sore,special,stupid,yeah,minor,broken,busi,true,upper,remot,gener,origin,retail,handwash,harm,immun,remot,easier,scratchi,cheap,fair,slightest,bounci,bitti,dodg,extra,effect,elit,chunki,blank,low,care,ultim,hesit,suffici,dispos,hot,louder,phil,huge,strang,nation
,consecut,higher,earli,upper,match,insul,weird,lazi,dry,taller,embroid,newest,wobbl,odd,addit,special,washabl,ideal,painless,squirmi,storkcraft,asham,comfi,forumula,ford,lowest,blue,shaki,simpler,wintertim,mobil,lower,trickier,stageseat,darn,inexperiennc,super,detach,inconsist,gener,ridicul,readi,conveni,bent,disinfect,consist,cold,function,enjoy,snotti,safest,wet,econom,quick,mobi,lower,gener,unus,lighter,baffl
,local,elabor,darn,snuugl,pine,lame,wors,toxic,cumbersom,squirmi,noce,major,yellow,main,interest,flimsi,exact,magic,unstabl,ferri,heavi,magnet,softest,brightest,uneven,commerci,chevi,skeptic,harder,american,sudden,funni,wobbl,curiou,outstand,smoothest,stuf,compact,countless,tight,young,mad,orang,faint,upright,hot,effect,larg,bold,upright,sharp,simpl,thin,secur,dry,wors,nifti,nibbl,obviou,grave
,natur,accur,lower,tougher,massiv,thule,minor,nursuri,intern,younger,stiff,delic,johnni,clariti,dry,lamin,wiggli,italian,complic,stylish,tini,pleasant,unattach,altern,everydai,yeasti,grai,commerci,care,softest,newborn,steadi,washabl,nation,realist,misshapen,tripl,hesit,frustrat,closer,bulki,comfi,cheap,floppi,fanci,slight,singl,past,cushi,ambigu,delic,dry,germi,upright,tempretur,unstabl,pari,bigger,compliant,revers
,basic,plush,main,hesit,damag,free,piddl,steep,taller,slam,quick,staticki,conveni,stun,profession,squirmi,unassist,froggi,intent,cubbi,darn,spotless,tough,restless,maximum,accept,squar,pure,realist,previou,unintrus,benefici,odd,thick,prepar,funni,suitabl,unsur,wide,past,larger,expens,commerci,d,heavier,preciou,awsom,imho,droopi,unhappi,fourth,analyz,obviou,careful,prematur,smoosh,mini,micro,painless,thick
,ipod,lower,brown,deep,electr,ferri,sore,crazi,conveni,rid,suffici,red,short,recit,uh,twist,foul,inevit,unhappi,stun,softer,bitterli,tatic,lansinoh,royal,durabl,sleigh,elast,appeal,asham,overwhelm,toxic,defect,minimum,scari,breathabl,tini,inadequ,melt,indebt,narrow,short,long,spout,detach,closer,eddi,big,noisi,numer,purpl,safest,stupid,chic,reluct,unibodi,random,compat,highest,prescrib
,sore,irrit,pure,larger,taller,stun,nifti,kate,oppos,free,hungri,incorrect,familiar,horrid,aliv,cheaper,afford,quick,eddi,mighti,polycarbon,tougher,sleepless,quieter,sensit,doubl,older,squirmi,bulki,suspect,breasfeed,massag,acryl,cracker,odd,mak,temporari,precoci,toothpick,tall,gentl,cosmit,bendabl,lamin,convent,maneuver,softer,red,prematur,artifici,fuzzi,detach,noiseless,faint,hesit,spin,blue,toxic,longer,quicker
,apprehens,defect,bothersom,confin,washabl,anoht,washabl,weak,wiggli,altern,odd,singl,nighttim,curiou,versatil,sad,wors,alot,twisti,intern,complic,grai,natur,woken,massiv,ultim,diffent,fanci,futur,perfumi,separ,long,quicker,purpl,sleepless,main,drum,quicker,breathabl,loudest,difficult,popular,oldest,wild,flush,uniqu,awkward,addit,lighter,rectangular,holm,inaccur,washabl,adequ,defect,analyz,manuver,elast,bulki,smallest
,uneven,wont,trickier,handwash,pegasu,dispos,suitabl,awkward,softest,multipl,tediou,plush,sensit,nhtsa,primari,content,familiar,undamag,greta,incorrect,import,hot,unhappi,troublesom,ador,tire,deep,rid,cool,smart,stabl,lionheart,salin,worthi,safest,soo,funni,smoothest,tough,washabl,multipl,avent,starter,incorrect,clumsi,frustrat,dark,n,coldest,freebi,compact,commerci,midwest,rear,bett,flimsi,dark,black,royal,lightest
,earli,frighten,tougher,unstabl,wors,electron,eddi,commerci,obviou,grei,sensit,fabul,arround,windi,trickier,delic,snacki,insan,sanitari,fluffi,washabl,long,ador,jiggl,lowest,effect,hesit,tall,excess,funni,fanci,vent,thin,portabl,louder,wont,heavier,irrit,squirmi,analyz,chime,vaug,super,thickest,younger,weaker,natur,occasion,basic,giant,intern,portabl,crotch,itti,suitabl,pivot,disinfect,useless,lower,excess
,lansinoh,strang,thin,western,quiet,easier,weekli,thicker,handi,forgiv,function,decent,wooden,weak,runni,softest,ideal,messi,d,taller,pleasant,stire,awar,local,steadi,funni,behold,screami,clich,content,obnoxi,rent,suffici,popular,elmo,pureer,happier,nation,compact,mustela,deeper,essenti,defect,constant,mild,nation,newli,clich,widemouth,cheaper,effici,quot,noisi,gener,slow,elong,aw,snug,tushi,eleg
