,T0-S0,T0-S1,T1-S0,T1-S1,T2-S0,T2-S1,T3-S0,T3-S1,T4-S0,T4-S1,T5-S0,T5-S1,T6-S0,T6-S1,T7-S0,T7-S1,T8-S0,T8-S1,T9-S0,T9-S1,T10-S0,T10-S1,T11-S0,T11-S1,T12-S0,T12-S1,T13-S0,T13-S1,T14-S0,T14-S1,T15-S0,T15-S1,T16-S0,T16-S1,T17-S0,T17-S1,T18-S0,T18-S1,T19-S0,T19-S1,T20-S0,T20-S1,T21-S0,T21-S1,T22-S0,T22-S1,T23-S0,T23-S1,T24-S0,T24-S1,T25-S0,T25-S1,T26-S0,T26-S1,T27-S0,T27-S1,T28-S0,T28-S1,T29-S0,T29-S1
,waxi,flyawai,firmer,veteran,fragil,miser,origin,teen,grai,picki,clearenc,wierd,distinct,nizor,transluc,anal,elementari,latest,intens,surpass,ridicul,dior,cosmogen,decor,unusu,written,consistantli,unsuspect,peach,skeptic,handi,shock,damag,terrif,uneven,french,frequent,bake,dirti,needless,futher,exit,extra,latest,b,focus,disgust,discontinu,typic,obviou,uniqu,robert,muggi,stubborn,organ,dens,real,fuss,cold,fuss
,suppl,dim,singularli,unabl,leeri,bacteri,weak,seduct,royal,flat,score,initi,luxuri,concentr,malibu,intimid,brushless,older,local,slipperi,lesser,areosol,harsh,soku,softer,cil,averag,introduc,elementari,modern,odd,hairl,airbrush,suffici,neutral,talc,brave,needless,larger,touchi,tediou,electr,cellular,perman,picki,fiji,crisp,cater,compar,ilveri,unneccesari,divin,wari,luckili,unpleas,delight,karma,exemplari,kiss,peg
,cutest,ordinari,conveni,drier,caroten,convent,hampton,sinlg,cool,smart,surpris,reliabl,lighter,discourag,wearabl,marshal,vibrant,merkur,scare,rotten,black,everydai,aw,fade,kinda,worthi,steami,unpleas,botan,handsom,rodeo,divin,pale,queasi,woodland,primari,skeptic,deoderis,lighter,paticular,thicker,italian,typic,previou,heathier,medicin,complex,moscino,elit,disciplin,matt,cool,vigor,rich,versatil,close,royal,uniqu,econom,typic
,honest,singl,main,mintiest,petit,lye,prici,squar,airtight,minti,subject,cool,exquisit,defect,stun,wicci,classic,multi,dispos,subject,elementari,surpris,low,miracul,favourit,unsuit,fruiti,spearmint,grown,subject,urban,inform,black,splendor,brown,pet,slick,awsom,cozi,moscino,vaselin,hopeless,plastic,cool,extrem,extend,crush,rotten,uneven,sacrif,humid,starv,slipperi,ugli,narrow,feather,lower,robert,hottest,este
,orang,sneez,stylish,firmer,pink,spars,univers,mach,pearliz,swamp,miser,extend,concsiou,lofti,mid,picki,substandard,typic,trim,latest,upscal,bacteri,overpow,apar,olfactori,difficult,intrus,free,ideal,small,extend,sexi,imposs,hypnos,herbal,cherri,exot,skeptic,romant,rich,parsol,safest,cute,hyacinth,vintag,firmer,provoc,reliabl,overwhelm,dior,larger,clinqu,overr,dalii,cliniqu,sweet,problemat,wari,rosebud,proraso
,hazel,lyche,bake,pinesol,visibl,difficult,alert,distingusi,euphor,dazzl,credibl,provoc,cheaper,itchi,parsol,sak,regular,adequ,upper,flat,slow,straight,instant,overr,urban,luckili,masculin,increa,allerg,creme,floral,clearer,excit,crepe,lightweight,readi,wors,dump,sinsit,brow,oz,forgiv,die,high,overpr,crispi,aromat,yellowish,red,strai,strand,true,kerestas,aromat,hollow,dolc,funni,tango,care,medicin
,deepest,rosi,tiniest,overdon,cute,unusu,resist,tough,pulpi,grai,madamoisel,ordinari,antisept,flimsi,overpow,formal,oaki,bizarr,green,lusciou,wild,urban,beauti,kirkland,anni,rotten,white,mach,shinei,blueberri,older,suppl,tire,closest,upper,shinei,super,balckhead,weak,spent,pain,ultrafeminin,proper,hollywood,moist,import,afraid,choosi,blackhead,lower,oatmeal,wors,defris,troublsom,obviou,proraso,intox,aggriv,ultim,ordinari
,ultim,friendli,trusti,summertim,heathier,slightest,weightless,mad,manli,tremend,cheeri,larger,desper,instant,inexpens,balckhead,dramat,dim,laden,masculin,unnatur,philosopi,exact,safest,atroci,muggi,relax,invis,bore,exper,confid,previou,stagger,moxi,similar,hormon,slipperi,steril,horribl,aqualumier,youth,greatest,breezi,bizarr,awar,gallet,pastel,signifig,honki,dump,unansw,toxic,bodyless,abroad,origin,lightweight,happier,weak,variabl,distinct
,refresh,hefti,subsequ,basic,gail,meaningless,transpar,bright,finest,judg,sticki,refresh,previou,react,ador,northern,lower,dental,faster,kick,poetic,extra,rich,youngest,floral,tremend,green,loveabl,red,imposs,fat,al,bold,suitabl,photo,rotten,smapl,full,electr,casual,lucki,lifelong,larg,proraso,shinier,uplift,signifig,elementari,smaller,lacklust,artifici,cd,enjoy,biggest,flat,grei,crush,grate,dirti,cool
,care,conveni,uncomfort,pee,suffici,dissapoint,pregnant,fenomen,natal,sizeabl,conseal,def,unreal,starter,modern,escad,este,tropic,wari,hopeless,effect,reminisc,useless,unremark,headi,dark,sturdi,hesit,facil,half,decor,unobjection,dumb,macao,tighter,worthwhil,lush,aveda,induc,holi,muski,rejuvinol,sizeabl,gucci,horrend,delet,dewi,flaki,lifeless,effici,basic,pale,young,super,humid,clear,crabbi,clever,worthwhil,komenuka
,midtown,brighter,wierd,larg,highest,adequ,sleek,kleenix,healthi,fart,unnecessari,britnei,appar,stubborn,upscal,gallet,unpleas,grape,reced,slight,warm,squar,distinct,yellowish,rid,metal,firmer,balckhead,bumpi,pathet,medicin,menthol,darker,jose,glimmeri,wreck,classic,perman,intens,insist,midrang,methylparaben,tame,safest,uniqu,lime,burberri,true,individu,patti,hollow,thicker,brazil,visibl,femal,escad,foolish,nasal,calm,contrari
,reddish,curiou,french,magnific,alittl,special,gloppi,juici,upforgett,sicken,casual,afford,care,unus,favourit,horribl,handmad,provoc,graini,fart,tire,phenomen,pink,anxiou,origin,smooth,incred,anxiou,consecut,straigten,creamier,dior,biggest,gallet,faster,earlier,drastic,ahead,dull,ideal,everydai,patti,prescrib,excit,unusu,spearmint,shock,frequent,feminin,deserv,foolproof,freshli,imit,imit,medium,subject,pale,genuin,fals,rooibo
,unhappi,anti,greasi,thrifti,preciou,proud,l,tame,maximum,bizarr,skeptic,sacrif,junip,curiou,este,flimsi,consistantli,rougher,slight,ific,skimpi,ridicul,zilch,anton,electr,shaggi,bulk,suitabl,untreat,loreal,melt,precis,ordinari,vivaci,suppl,britnei,deoderis,rosi,averag,amplifi,ionic,regular,aqualumier,ific,gummi,aquag,anti,yellow,scari,bore,closer,embarrass,prone,delight,yellow,scissor,central,silli,scientif,rave
,beauti,steep,allerg,wors,medic,oooo,hypnos,tens,interest,lime,smaller,beavi,olai,largest,kohl,hot,multi,putrid,limp,mete,valuabl,messi,looooov,disgust,sooth,cutest,tropic,slim,purplish,blackhead,genuin,clinic,irresist,woodi,sweet,mintiest,girli,highest,headi,balckhead,detrement,religi,matt,hot,loos,softer,silki,armani,lavand,honest,lusciou,strong,compact,merkur,greenish,brighter,lemongrass,big,hesit,gloppi
,anthoni,thick,wicci,mix,pseudoscientif,enought,butterbal,unremark,fake,heavi,tens,buffi,hook,forti,uncomfort,fanat,desir,fed,funni,bare,acclim,super,cliniqu,brittl,everydai,regular,delight,heavier,dewi,allot,picki,accur,power,unhappi,initi,splurg,instantaneuo,crawl,tyler,mari,rare,doubl,distinct,acclim,phoni,moxi,sad,crush,crazi,true,wearabl,feather,overpr,energ,overnight,surpris,caswel,recogn,greatest,rich
,eleg,trusti,facil,thicker,exact,beta,decod,yuzu,gener,sixti,horribl,femal,unblemish,dead,nahinni,crusti,fragrant,icki,seper,magic,wors,oreal,flexibl,weird,meth,astound,perfumei,close,flirt,luckili,magic,almond,cold,aqui,popular,convinc,longest,constant,minor,awsom,handi,identify,lazi,rave,cleaner,manag,antiqu,uniqu,lemoni,minim,paul,previou,straightforward,regrett,zircon,sandalwood,whip,retread,wors,fenomen
,popular,convinc,mustela,inflam,lemon,wont,sore,prai,afford,econom,uneven,sumptuou,activ,profession,oili,static,outstand,daili,slightest,fuss,purpl,wicci,al,unencumb,unansw,loos,puffi,dread,readi,loos,vibrant,thinner,splendor,fine,medium,funni,terrif,rougher,uneven,bitter,suitabl,skincar,excit,remark,sad,hook,secret,incompar,cutthroat,slight,stun,bold,averag,durabl,spent,smooth,nicest,fanci,authent,optimist
,cystic,favourit,occasion,clunki,stupid,unreli,complex,uncomfort,ambrosi,natur,herbal,fart,waxi,scali,northern,sexi,tortur,aw,organ,rid,mix,pain,bake,high,jewelleri,l,itchi,loreal,awsom,weekli,este,calech,fabul,clinic,daytim,dead,moist,measlei,peach,squar,afraid,valuabl,shini,yellow,tommi,past,bottom,sugari,yummi,lowest,visibl,hydrat,nonsens,safe,occasion,vintag,delect,vast,unnatur,harm
,greatest,breath,manag,gener,white,weighti,rodeo,unexcus,inflam,purplei,retread,breastfeed,celesti,swamp,obsess,redeem,preshav,shave,heavier,lyche,author,sexi,unusu,huge,unpleas,multi,italian,cuticl,messi,icki,irresist,bonomo,outrag,limit,compact,urin,radic,fanat,slightest,stylish,occasion,amairag,spici,fresh,greater,defenitli,limp,younger,curli,sweet,hazel,confess,rashi,effici,italian,black,cynthia,soya,aw,pathet
,horribl,cakei,scrummi,tingli,lightweight,fast,bleach,complimentari,smaller,darker,freder,inflam,adequ,nasal,embarass,concentr,gentl,react,specif,greatest,awak,mad,overpr,larger,overpow,butthead,suitabl,accur,neutral,chi,slim,facial,glimmeri,medicin,benign,fingertip,tough,rolli,wierd,exist,steep,lousi,unforgett,blue,restor,kinki,slim,hypnot,creami,pat,reta,pet,process,major,lighter,lacklust,strang,anton,gigant,flutter
,caswellmassei,main,evid,hook,dress,substitut,yeah,dissapoint,butterbal,feminin,wont,effortless,tint,smooth,smoother,refresh,obviou,elementari,tame,decand,dryish,unbeleiv,rejuven,strong,flaw,relax,beauti,aid,secret,allth,mundan,hairbrush,rid,soft,persagel,pathet,actin,subject,sharp,thicker,creami,wtih,slim,sharp,gorgeou,delight,closer,regular,sharp,sticki,funni,ruin,radiant,cheaper,elementari,cave,britnei,smart,free,dewi
,smart,medium,layer,opaqu,relax,heavi,faint,slim,fast,pet,pregnant,overlap,femal,tha,funki,aw,singl,pinesol,alot,sane,freelanc,britnei,brighter,similar,caswellmassei,afraid,tingli,thicker,averag,perman,earthi,effortless,visibl,sensual,preciou,dior,proper,dior,common,oilier,pamper,signific,thinner,subject,higher,gritti,radiant,caswellmassei,major,worthwhil,fragil,drab,wierd,dental,earthi,initi,transluc,bacteri,averag,sizzl
,safe,gag,aspir,vaselin,weighti,gloppi,floral,precis,rosewood,soku,exot,excit,instant,fade,delisi,petit,benzen,sandalwood,essenti,minim,heavenli,velveti,tammi,unpleas,stapl,circular,bareminer,surpris,blue,complex,topdeal,unruli,younger,eyelift,oblig,occasion,tahitian,facial,steep,lower,extra,adult,purpl,potion,poker,lyche,desir,pine,flat,reek,mid,cutest,brushless,est,afraid,ideal,retread,gucci,cool,deterior
,physic,startl,femal,smooth,lazi,dry,minim,marc,tradit,pamper,earthi,braid,microdeliveri,averag,freelanc,sati,spectacular,apar,tango,activ,red,lighter,bore,sizzl,asia,caudeli,loos,ordinari,nizor,lightest,stip,cliniqu,funni,high,velveti,ident,displeas,effortless,open,yuzu,persist,needless,sicken,scrambl,rare,pain,useful,static,este,flexibl,renaisannc,reek,lifeless,coars,holi,thinner,fat,authent,kinda,complet
,blond,gener,seper,anal,flatter,tingl,reminisc,princess,short,shock,ethyl,overbear,subject,daili,excit,sheer,strongest,lacklust,overnight,rougher,nighttim,stupid,everydai,methylparaben,convini,hairbrush,debat,latest,friendli,oldest,toniqu,fair,rejuven,top,tingli,broken,complimentari,aggriv,orang,longest,consecut,highest,unabl,artifici,overjoi,skepticl,earthi,effortless,pari,fast,excess,hard,rolli,grown,surpris,refresh,uplift,appeal,dilut,bottom
,clearer,nicer,sharp,plastic,excess,overpr,sad,latest,breezi,overpow,stearic,blah,suppl,costli,minor,sharpest,redicul,sick,flexibl,long,loos,sheer,previou,lower,b,clear,fals,firmer,blond,reta,exemplari,nicer,liquid,smoother,y,nativ,paranoid,marvel,chanel,decod,portabl,aromat,bottom,calvin,slick,caswel,masculin,afford,cozi,latest,plain,chi,shampur,intens,firmer,past,sleepi,adjust,monthli,sick
,beta,brittl,prescrib,east,pure,kirkland,sticki,headi,opaqu,graini,looooov,confess,ad,methylparaben,whip,soft,hidden,aveno,similiar,bottom,rid,subject,familiar,familiar,tame,stubborn,matur,rotten,tacki,favourit,intern,newest,lilac,sore,pop,spars,tire,ruddi,exot,past,firmer,fingernail,rich,focus,cosmet,scream,brilliant,marri,open,complet,healthi,touchi,sparkli,sudden,dull,smoother,obscur,rambuncti,unforgett,northern
,marvel,glisten,unabl,pink,plastic,crazi,black,fabul,kinda,girli,spici,grew,bright,atroci,exot,est,multiblad,profession,muddi,kerastas,excit,phoni,flimsi,fingernail,wors,lowest,hydrat,tingli,sore,wrinkli,coars,glossi,overpow,wicci,clearer,older,seper,dont,mid,elementari,exorbit,averag,afraid,oprah,bum,restor,surpris,dirti,burberri,sour,slick,subject,tourmalin,gorgeou,beavi,kirkland,blusteri,laid,antifung,healthier
,firmer,bacteri,velveti,smaller,steep,hyacinth,breezi,inflam,bold,allur,ordinari,phoni,virgin,lower,teeni,gynecolog,younger,grown,accur,tart,fatigu,signific,reson,gabbana,proper,sech,midtown,highest,dramat,wierd,electr,zegna,cedarwood,covet,young,adult,gentl,standard,empti,mediocr,mastei,mete,rough,feminin,mushi,pungent,cheaper,beauti,origin,scar,tamu,dicontinu,subject,weekli,empti,regist,cedarwood,artifici,top,convinc
,latest,extend,anal,hardest,queeki,ionic,divin,french,creamsicl,soggi,solid,flexibl,aw,overpr,afraid,oldest,mundan,brilliant,slipperi,personn,ripe,cutthroat,thinner,tough,luxuri,dimpl,rough,maximum,alot,headband,obscur,quick,outdoor,slipperi,invis,chemic,rave,ideal,paul,sensit,wors,blisslab,eleg,badescu,brown,brow,damp,definitl,marc,stagger,desir,hopeless,daili,enjoy,shimmeri,midtown,emot,antiqu,popular,coutur
,white,compact,abund,skill,compact,stiff,bright,checker,minor,floweri,familiar,fuss,lemon,gynecolog,untreat,vetivert,caswel,awsom,divin,faint,ash,nation,dermatolog,unexcus,tini,larger,flutter,pricei,famou,optimist,milkshak,starv,uniqu,honest,basic,focus,uniqu,youngest,crisp,gabbana,joke,spent,straight,forgiv,obtrus,lighter,juici,filmi,tint,straigten,rid,chilli,origin,healthi,shock,finest,holi,colorado,realist,flexibl
,caroten,blah,disapoint,specif,delici,light,sallow,previou,purpl,scissor,overnight,profession,sticki,stringi,coconut,metal,cloi,loos,saniti,gaug,philosopi,skepticl,benefici,strang,extens,chilli,weaker,written,congest,instruct,chanel,focus,peachi,hidden,biggest,beauti,aw,blah,overwhelm,wateri,cheapest,aggress,weird,ordinari,outstand,proraso,raw,sore,golden,count,distinct,dazzl,youv,function,daili,die,oatmeal,scissor,gentl,patti
,dirti,instant,mild,timid,teen,defencil,maximum,profession,givenchi,slick,grown,regist,hypoallergen,paid,slightest,heavier,southwest,unabl,quicker,ordinari,muski,contemporari,durabl,rotten,hook,profession,concentr,lousi,dalii,touchi,oreal,creami,apricot,customiz,poofi,white,glycol,loos,seduct,full,mach,focus,vibrant,react,flutter,gummi,tart,beleiv,astound,full,reccommend,bake,greasi,pee,brian,artifici,apricot,wateri,renown,vesatil
,newer,econom,reccommend,casual,ancient,vegan,distinct,odd,yummilici,safe,humid,sweet,muggi,plastic,closer,perman,reddish,aggriv,alga,light,heavier,grate,decent,delici,chronolog,easi,atleast,nativ,preshav,call,stun,teen,frosti,close,acut,die,flaki,hugo,gloppi,smoother,sour,fifti,atlant,nativ,sore,rotten,flirti,polit,intrigu,younger,relax,weak,vener,redeem,flaw,acclim,pure,butterbal,uncomfort,updat
,nude,daili,crispi,suppl,convent,draw,melti,buffi,unpleas,blah,paraben,faint,olfactori,blotchi,shock,braid,unabl,minim,secret,reced,paul,inform,acut,major,canari,kool,neat,outstand,crabbi,telltal,authent,sytptic,african,trusti,tingl,flush,itchi,herediteri,distinguish,lanc,ill,greater,orangei,fingernail,frustrat,gentl,favourit,quicker,tradit,antifung,stuck,lucki,chronolog,dior,neat,pearliz,grumpi,hard,essi,modern
,floweri,dior,local,common,rid,public,splotchi,grei,accur,unusu,amino,mari,gener,benefici,humid,atleast,whip,temper,flakei,gross,caroten,artifici,lime,close,caustic,ol,yve,amairag,faux,ultim,exorbit,topdeal,access,quick,thin,weak,limp,tens,adequ,juvenil,genuin,thick,forti,wicci,glossi,dare,tiniest,nicest,tire,messi,unpleas,guarante,matur,thicker,effect,balckhead,respons,precis,hook,miracul
,faint,daytim,strawberri,engulf,gener,wick,safe,nicer,avobath,mintiest,sensual,balckhead,origin,sens,solar,medicin,femal,rolli,reta,melt,astound,awak,wet,outdat,sumptuou,unstabl,odd,drippi,brushless,dalii,peptid,fat,exact,clarin,proactiv,select,grei,amplifi,safistac,typic,bigger,aquag,dewi,slipperi,extra,dehydr,incred,quick,tangi,rooibo,signific,redeem,central,deterior,blond,difficult,alot,swallow,damag,provoc
,salicyl,bore,vesatil,difficult,plain,deterior,mademoisel,public,prismat,beauti,botan,itch,aftershav,peg,main,averag,unbeliev,suitabl,extrem,artifici,stun,methylparaben,cystic,micro,pregnant,spici,small,raw,buggier,ordinari,occasion,britnei,coldest,suit,transpar,steadi,strang,dermal,warm,upper,costli,warrant,slipperi,lowest,thinner,curlier,divin,weekli,allur,kool,w,strai,delici,occur,finest,acut,horrend,dior,oatmeal,aftershav
,herbal,mintiest,deep,pleasant,artifici,greatest,vibrant,outdat,fave,bottom,beavi,regular,toniqu,asia,sick,burgundi,odd,ific,arabian,britnei,freshli,reluct,activ,blah,yve,lacklust,headi,chanel,temperament,spici,tough,repli,frequent,fragrant,plastic,kool,durabl,multi,wors,doubl,overjoi,botox,fruiti,experinc,obviou,measlei,win,sad,pine,oilier,picki,curli,past,velveti,dissapoint,itch,yeah,amus,mad,itch
,fiji,juici,buffi,fenomen,econom,feather,weaker,experinc,melon,enter,worthi,upper,ancient,menthol,interest,strai,inexpens,complac,troublsom,putrid,reminisc,delight,odd,herediteri,brittl,ordinari,golden,sizeabl,heavenli,difficult,divin,huge,distingusi,perman,layer,tummi,sensit,hype,larg,complet,sick,liqu,tini,hydrat,central,mintiest,imper,brilliant,limp,everydai,cool,unremark,lowest,compat,rich,chosen,ideal,advis,grumpi,extend
,calech,genuin,youth,thin,tourmalin,super,seper,unabl,irrat,pinesol,firmer,mach,insect,unsuit,phytodefris,ugli,ralph,obviou,fekkai,gooei,fat,greasi,lowest,dove,picki,precis,steep,sticki,weak,doubl,weird,common,faint,sens,splurg,countless,red,freak,unhappi,antiqu,yummi,flatter,brown,mad,luckili,distinct,airbrush,forgiv,coconut,efficaci,obsess,fanat,lemon,overpr,lemon,fine,blackkberri,fragrant,spectacular,reced
,juici,stylish,southern,origin,greatest,tamu,sinsit,hairbrush,silki,difficult,grate,firmer,steep,dilut,effortless,frustrat,contemporari,accur,ruddi,unrel,overpow,sore,tripl,terrif,alo,minor,hypnos,blond,tediou,sizzl,kinda,masculin,thicker,touchi,handi,effici,hottest,nativ,natur,gag,pigment,grate,fabul,effortless,graini,mellow,neccessari,delic,pepperminti,refresh,terrif,earlier,fals,rave,visin,unreli,ugli,colder,harsh,otc
,mont,tortur,clear,jewelleri,ocassion,afraid,decent,understood,opposit,madamoisel,itch,complic,caswel,addition,suppl,higher,larg,instant,african,excess,unreal,huge,overnight,complimentari,shock,temporari,obviou,unruli,spectacular,cutest,glimmeri,younger,mid,dryish,ongo,insist,earli,encas,lightweight,flyawai,ad,sexi,meaningless,earlier,harm,bleach,formal,soft,masculin,finest,extend,origin,caswel,peppermint,multipl,uncomfort,fieri,stainless,benzoyl,thicker
,plastic,hyacinth,aromat,paul,crappi,perman,slight,borrow,custard,sensual,reput,choosi,youth,grown,adulthood,kirkland,waxi,subtl,tcb,reccommend,kohl,burnt,loos,atleast,adequ,bore,exemplari,longest,radiant,multi,public,smart,mellow,confid,ordinari,unwear,gigant,demand,beavi,grape,glossi,allth,tennesse,finest,muski,close,lifelong,woodsi,closest,phoni,scari,clumsi,faint,cool,sultri,inflam,shadowi,standbi,rooibo,dr
,tingli,univers,raini,raini,poofi,cool,unruli,loos,sunni,longest,complimentari,grasp,costli,fingernail,ad,methylparaben,kinda,invis,synthet,blond,surpris,basic,organ,instruct,heavier,adequ,perpendicular,dusti,kerastas,clinic,unruli,bonniebel,pearliz,drab,miser,fingernail,lowest,shimmeri,sad,braid,obviou,gloppi,reccommend,mix,este,gucci,anna,micro,occasion,previou,sparkli,unabl,tremend,creme,stiff,pathet,aromatherapi,multipl,unruli,strai
,numer,pale,relax,shoddi,bleach,artifici,minor,dirti,seper,broken,plastic,vast,herbal,supris,frustrat,nicer,lazi,sophist,headi,shaggi,confid,prici,awar,checker,detriment,lightest,benefici,sooth,minor,neccessari,brushless,pricei,conserv,younger,care,sheer,adult,gross,calabrian,hairbrush,multi,lower,super,oilier,deeper,reliev,intrigu,lighter,random,dire,burnt,saner,mach,stylish,modern,ordinari,grate,fog,modern,disapear
,aw,dazzl,bebe,graini,cakei,poni,essi,kirkland,unfamiliar,touchi,debbi,multipl,clarin,instruct,ei,straighten,smoother,unnatur,goodby,flimsi,steep,public,abund,sour,rare,quicker,low,post,reddish,adjust,highest,elus,touchabl,pricei,awak,narrow,instant,earlier,straight,bonniebel,silki,rougher,allur,bake,main,rebuild,simpl,closer,visibl,quick,trim,econom,endless,true,awsom,customiz,soya,devoid,wateri,everydai
,miser,lessen,exfolli,burnt,lauryl,rough,eleg,disgust,tamer,milki,aggriv,anton,splotchi,faithfulli,daili,true,facial,lanc,bothersom,detriment,profit,averag,brown,mild,peach,dull,instant,upper,teen,expens,bothersom,outstand,italian,airbrush,cleaner,organ,reliev,spent,aggriv,extend,pricier,oili,flaki,facial,delic,robert,grown,wed,mild,subject,conveni,awsom,artifici,swamp,prone,breath,mintiest,fresh,mach,balanc
,limit,typic,delight,essenti,pop,exponenti,exot,burden,cloi,oldest,cumul,flimsi,persist,herediteri,preciou,fifteen,seper,handi,slick,oprah,fond,sincer,awsom,overbear,beavi,creme,orang,thinner,happier,die,slipperi,favourit,erno,coldest,slow,artifici,fussi,sultri,effect,sinlg,latest,remark,effect,kirkland,tiniest,keracar,trim,obviou,disgust,secur,rug,plastic,bulki,younger,skeptic,disgust,fragrant,anti,taget,dazzl
,scari,newest,dull,ador,major,faboo,hibiscu,mesh,minti,tradit,hesit,healthier,unhappi,compar,handi,ici,deeper,effici,gladwar,clinic,bottom,hypnot,hobbi,antiqu,refil,younger,marc,crusti,disgust,invis,powderi,unhappi,prettier,dry,blown,deep,strecth,written,gq,cool,creme,difficult,skimpi,healthi,incred,safe,nearest,putrid,creamsicl,person,flowi,accept,special,dire,perfumei,steadi,acrid,brutal,chanel,complimentari
,finest,previou,gingerbread,instruct,secret,aromat,overpr,young,faint,airtight,prone,measlei,afford,impecc,grai,tini,ideal,wateri,steep,proraso,mini,lightweight,artifici,social,awak,tough,familar,forti,excess,mundan,hairl,alright,overbear,glossi,youth,lye,cherri,genuin,solid,burberri,sultri,glisten,unconvent,medicin,crispi,long,middl,tradit,magnific,rosi,clear,melt,flip,finest,past,tame,tire,fluffi,coars,horribl
,quick,quaint,liquid,adult,wierd,bold,suitabl,common,crabbi,streamlin,narrow,grapese,pregnant,mintiest,fake,easiest,cosmet,slight,detriment,profession,temporari,gener,butthead,fog,unabl,tango,custard,minim,harsh,sensitv,souffl,junki,tropic,greater,rug,experinc,modern,smoki,tame,telltal,modern,subscrib,major,dirti,phytodefris,inher,redicul,lenght,neutral,madamoisel,younger,sharpest,enthusiast,frizzi,slim,flimsi,worri,sandalwood,eyelid,purg
,indigo,artifici,pamper,overr,fast,extend,familar,photogen,intox,hopeless,mitzani,fanat,fast,delic,mild,rug,upper,young,stiffer,mintiest,afraid,faboo,social,dont,delici,deserv,individu,obscur,juvenil,public,itchi,sinlg,averag,reminisc,humid,sensit,thymin,physic,impuls,phoni,le,scissor,greenish,safe,riski,brought,strawberri,safe,lackadais,pee,casual,latest,erno,forgiv,gillett,botox,prescrib,subtl,formadahyd,oili
,fair,fingernail,temporari,rollerbal,hygien,bow,contemporari,transpar,cranki,encas,low,safest,dispos,recomend,leeri,ethnic,reluct,finest,pasti,handsom,smoki,steadi,upper,butthead,big,natur,veil,pinesol,wide,nude,synthet,juici,afraid,tart,confid,sumptuou,sudden,recipi,filmi,hidden,minim,moist,exfoili,shy,decent,tame,gross,minim,wintri,ideal,retail,dare,aquag,vigor,upper,overbear,rabid,emot,maxium,sens
,tropic,burnt,homei,high,waxi,maxi,muski,fond,major,nativ,thick,tart,calm,unpleas,manag,floweri,fanci,retread,stun,humid,androgyn,smoother,multi,rollerbal,liquid,multipl,romant,terrif,variabl,explain,whip,rosi,cleaner,ordinari,distinct,brow,fast,hilton,sensat,sultri,pumic,soku,care,sumptuou,spent,unexcus,younger,person,broad,squar,ador,parch,grei,lowest,gucci,typic,pefum,crush,aquag,pleasant
,forc,buffi,delisi,lemon,velveti,electr,prouct,oft,bizarr,trac,scari,stearic,rough,steadi,cobalt,caudeli,curli,cutest,porou,acknowledg,obviou,spent,ad,essenti,matur,recipi,nake,neat,ultim,impecc,alarm,obsess,yuzu,apricot,elus,rid,profession,braid,optim,uniqu,instant,tortur,bizarr,empti,scare,lowest,scari,warm,juici,useless,gener,overpr,teeni,impecc,customiz,divin,junip,proraso,fuller,instant
,darkest,straightforward,ultim,modern,upper,irrit,antiqu,est,offici,strang,ad,wont,ash,solid,costli,flirt,sandlewood,cloi,distinct,freder,low,closest,bacteri,quicker,dazzl,anti,cheaper,capryl,flaki,male,hook,rollerbal,strict,dark,apricot,understood,worthwhil,complex,putrid,impuls,drawn,cyctic,countless,soku,virgin,urinari,discern,cute,satur,irresist,bright,nuetral,enought,magic,wise,fifti,sensit,gallet,upscal,cheapest
,upscal,robert,cil,dior,unruli,random,ador,salicycl,shock,magic,estrogen,common,dewi,newest,chronic,decad,visibl,lush,excess,fenomen,vari,tart,cheaper,ireland,moist,wari,desir,calvin,wearabl,glossi,favourit,cutest,unneccesari,reek,dior,strong,kirkland,confid,skeptic,soooooo,gooei,kirkland,stiff,flyawai,wirei,spent,girli,fruiti,desir,horribl,murad,gummi,este,glu,preciou,moscino,unnecessari,unfamiliar,document,luxuri
,romant,superfit,pregnant,bonniebel,brunett,outdat,magic,blue,frozen,synthet,tiresom,contant,supris,weak,headi,coutur,mostur,long,identify,barnish,poni,picki,cyctic,rolli,eighti,pat,costli,vigor,lip,beta,respons,rid,aesthet,colder,delic,expens,sak,blackhead,greenish,hook,vibrant,handsom,stronger,blah,process,wicci,aw,pink,fourth,overus,patti,thirsti,scientif,slightest,tropic,andi,regular,recipi,crazi,clear
,ideal,lucki,physic,mellow,crazi,messi,occasion,convinc,oblivi,butterbal,closer,temper,black,scissor,tiniest,chronic,alot,recov,lemon,pale,cuddli,extens,don,hook,hormon,super,ruddi,daytim,mike,tint,preshav,difficult,headband,needless,univers,clarin,gritti,salicycl,sleek,dread,tingl,easier,clear,typic,deserv,shini,typic,french,blue,tini,copperton,healthier,bonniebel,effect,adequ,unstabl,thin,sensual,conseal,anton
,pop,nuetral,agon,previou,wors,blah,tire,luckili,britnei,candlelit,oldest,instant,philosphi,offend,splurg,plastic,hydrat,thinner,tempt,curli,fabul,hungri,raw,gentl,artifici,shock,neutral,full,dire,gloppi,heavi,worthwhil,henri,cheap,compat,harsh,dermanew,uplift,manli,reluct,worthwhil,spectacular,specif,pathet,gladwar,frequent,thinner,lit,redicul,gourmand,lucki,lifeless,sexi,inflam,low,holi,spearmint,offens,outrag,deserv
